fecha,anio_hecho,mes_num,nombre_municipio,estrato,sexo_victima,sexo_agresor,naturaleza,nat_viosex,rango_edad,casos,anio_mes
2018-08-27,2018,8,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,45-54,2,2018-08
2018-08-27,2018,8,Medellin,Sin Dato,M,F,Negligencia y Abandono,No Aplica,12-18,2,2018-08
2018-08-27,2018,8,Medellin,Sin Dato,M,F,Negligencia y Abandono,No Aplica,2-7,1,2018-08
2018-08-27,2018,8,Medellin,Sin Dato,M,F,Negligencia y Abandono,No Aplica,7-12,3,2018-08
2018-08-27,2018,8,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,2-7,1,2018-08
2018-08-27,2018,8,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,35-44,1,2018-08
2018-08-27,2018,8,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,45-54,1,2018-08
2018-08-27,2018,8,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,54-65,1,2018-08
2018-08-27,2018,8,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,7-12,1,2018-08
2018-08-27,2018,8,Medellin,Sin Dato,M,M,Negligencia y Abandono,No Aplica,12-18,1,2018-08
2018-08-27,2018,8,Medellin,Sin Dato,M,M,Negligencia y Abandono,No Aplica,7-12,2,2018-08
2018-08-27,2018,8,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,35-44,1,2018-08
2018-08-27,2018,8,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,65+,1,2018-08
2018-08-27,2018,8,Medellin,Sin Dato,M,M,Violencia Psicológica,No Aplica,54-65,2,2018-08
2018-08-28,2018,8,Medellin,1,F,M,Otro/Desconocido,No Aplica,18-24,1,2018-08
2018-08-28,2018,8,Medellin,1,F,M,Violencia Física,No Aplica,25-34,1,2018-08
2018-08-28,2018,8,Medellin,1,M,M,Otro/Desconocido,No Aplica,2-7,1,2018-08
2018-08-28,2018,8,Medellin,2,F,M,Otro/Desconocido,No Aplica,12-18,2,2018-08
2018-08-28,2018,8,Medellin,2,F,M,Otro/Desconocido,No Aplica,2-7,1,2018-08
2018-08-28,2018,8,Medellin,2,F,M,Otro/Desconocido,No Aplica,25-34,1,2018-08
2018-08-28,2018,8,Medellin,2,F,M,Otro/Desconocido,No Aplica,7-12,1,2018-08
2018-08-28,2018,8,Medellin,2,M,I,Otro/Desconocido,No Aplica,7-12,1,2018-08
2018-08-28,2018,8,Medellin,2,M,M,Violencia Física,No Aplica,25-34,1,2018-08
2018-08-28,2018,8,Medellin,3,F,F,Otro/Desconocido,No Aplica,7-12,1,2018-08
2018-08-28,2018,8,Medellin,3,F,F,Violencia Psicológica,No Aplica,7-12,1,2018-08
2018-08-28,2018,8,Medellin,3,F,M,Otro/Desconocido,No Aplica,18-24,1,2018-08
2018-08-28,2018,8,Medellin,3,F,M,Otro/Desconocido,No Aplica,2-7,1,2018-08
2018-08-28,2018,8,Medellin,3,F,M,Violencia Física,No Aplica,35-44,1,2018-08
2018-08-28,2018,8,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,7-12,1,2018-08
2018-08-28,2018,8,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,7-12,2,2018-08
2018-08-28,2018,8,Medellin,Sin Dato,F,F,Violencia Psicológica,No Aplica,45-54,1,2018-08
2018-08-28,2018,8,Medellin,Sin Dato,F,M,Negligencia y Abandono,No Aplica,2-7,1,2018-08
2018-08-28,2018,8,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,7-12,1,2018-08
2018-08-28,2018,8,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,0-2,1,2018-08
2018-08-28,2018,8,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,2,2018-08
2018-08-28,2018,8,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,2,2018-08
2018-08-28,2018,8,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,35-44,2,2018-08
2018-08-28,2018,8,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,45-54,2,2018-08
2018-08-28,2018,8,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,25-34,2,2018-08
2018-08-28,2018,8,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,35-44,1,2018-08
2018-08-28,2018,8,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,54-65,1,2018-08
2018-08-28,2018,8,Medellin,Sin Dato,M,F,Negligencia y Abandono,No Aplica,7-12,1,2018-08
2018-08-28,2018,8,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,2-7,1,2018-08
2018-08-28,2018,8,Medellin,Sin Dato,M,M,Negligencia y Abandono,No Aplica,7-12,2,2018-08
2018-08-28,2018,8,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,25-34,1,2018-08
2018-08-29,2018,8,Medellin,1,F,M,Otro/Desconocido,No Aplica,7-12,2,2018-08
2018-08-29,2018,8,Medellin,2,F,M,Otro/Desconocido,No Aplica,12-18,1,2018-08
2018-08-29,2018,8,Medellin,2,F,M,Otro/Desconocido,No Aplica,2-7,2,2018-08
2018-08-29,2018,8,Medellin,2,F,M,Otro/Desconocido,No Aplica,7-12,1,2018-08
2018-08-29,2018,8,Medellin,2,M,M,Violencia Física,No Aplica,12-18,1,2018-08
2018-08-29,2018,8,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,7-12,2,2018-08
2018-08-29,2018,8,Medellin,Sin Dato,F,F,Violencia Psicológica,No Aplica,65+,1,2018-08
2018-08-29,2018,8,Medellin,Sin Dato,F,M,Negligencia y Abandono,No Aplica,2-7,1,2018-08
2018-08-29,2018,8,Medellin,Sin Dato,F,M,Negligencia y Abandono,No Aplica,7-12,1,2018-08
2018-08-29,2018,8,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2018-08
2018-08-29,2018,8,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,2-7,1,2018-08
2018-08-29,2018,8,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,54-65,1,2018-08
2018-08-29,2018,8,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,25-34,3,2018-08
2018-08-29,2018,8,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,45-54,3,2018-08
2018-08-29,2018,8,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,54-65,2,2018-08
2018-08-29,2018,8,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,65+,1,2018-08
2018-08-29,2018,8,Medellin,Sin Dato,M,F,Negligencia y Abandono,No Aplica,2-7,1,2018-08
2018-08-29,2018,8,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,2-7,1,2018-08
2018-08-29,2018,8,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,54-65,1,2018-08
2018-08-29,2018,8,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,65+,1,2018-08
2018-08-30,2018,8,Medellin,1,F,M,Otro/Desconocido,No Aplica,0-2,1,2018-08
2018-08-30,2018,8,Medellin,2,F,F,Otro/Desconocido,No Aplica,12-18,1,2018-08
2018-08-30,2018,8,Medellin,2,F,F,Violencia Física,No Aplica,12-18,1,2018-08
2018-08-30,2018,8,Medellin,2,F,M,Otro/Desconocido,No Aplica,12-18,4,2018-08
2018-08-30,2018,8,Medellin,2,F,M,Otro/Desconocido,No Aplica,2-7,5,2018-08
2018-08-30,2018,8,Medellin,2,F,M,Otro/Desconocido,No Aplica,7-12,1,2018-08
2018-08-30,2018,8,Medellin,2,F,M,Violencia Física,No Aplica,18-24,1,2018-08
2018-08-30,2018,8,Medellin,2,F,M,Violencia Física,No Aplica,25-34,2,2018-08
2018-08-30,2018,8,Medellin,2,F,M,Violencia Psicológica,No Aplica,12-18,1,2018-08
2018-08-30,2018,8,Medellin,2,F,M,Violencia Psicológica,No Aplica,45-54,1,2018-08
2018-08-30,2018,8,Medellin,2,M,M,Otro/Desconocido,Acceso carnal,18-24,1,2018-08
2018-08-30,2018,8,Medellin,2,M,M,Otro/Desconocido,No Aplica,2-7,1,2018-08
2018-08-30,2018,8,Medellin,2,M,M,Violencia Física,No Aplica,65+,1,2018-08
2018-08-30,2018,8,Medellin,3,F,F,Negligencia y Abandono,No Aplica,2-7,1,2018-08
2018-08-30,2018,8,Medellin,3,F,M,Otro/Desconocido,No Aplica,12-18,1,2018-08
2018-08-30,2018,8,Medellin,3,F,M,Otro/Desconocido,No Aplica,25-34,2,2018-08
2018-08-30,2018,8,Medellin,3,F,M,Violencia Física,No Aplica,25-34,1,2018-08
2018-08-30,2018,8,Medellin,3,M,M,Otro/Desconocido,No Aplica,2-7,1,2018-08
2018-08-30,2018,8,Medellin,3,M,M,Otro/Desconocido,No Aplica,7-12,1,2018-08
2018-08-30,2018,8,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,12-18,1,2018-08
2018-08-30,2018,8,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,7-12,1,2018-08
2018-08-30,2018,8,Medellin,Sin Dato,F,F,Otro/Desconocido,No Aplica,12-18,1,2018-08
2018-08-30,2018,8,Medellin,Sin Dato,F,I,Otro/Desconocido,No Aplica,0-2,1,2018-08
2018-08-30,2018,8,Medellin,Sin Dato,F,M,Negligencia y Abandono,No Aplica,12-18,2,2018-08
2018-08-30,2018,8,Medellin,Sin Dato,F,M,Negligencia y Abandono,No Aplica,7-12,1,2018-08
2018-08-30,2018,8,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,12-18,1,2018-08
2018-08-30,2018,8,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,45-54,1,2018-08
2018-08-30,2018,8,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,7-12,1,2018-08
2018-08-30,2018,8,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,35-44,1,2018-08
2018-08-30,2018,8,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,45-54,1,2018-08
2018-08-30,2018,8,Medellin,Sin Dato,M,F,Negligencia y Abandono,No Aplica,2-7,1,2018-08
2018-08-30,2018,8,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,18-24,1,2018-08
2018-08-31,2018,8,Medellin,1,F,M,Otro/Desconocido,Explotación sexual,18-24,1,2018-08
2018-08-31,2018,8,Medellin,1,F,M,Violencia Física,No Aplica,12-18,1,2018-08
2018-08-31,2018,8,Medellin,2,F,M,Otro/Desconocido,Acceso carnal,7-12,1,2018-08
2018-08-31,2018,8,Medellin,2,F,M,Otro/Desconocido,No Aplica,12-18,1,2018-08
2018-08-31,2018,8,Medellin,2,F,M,Otro/Desconocido,No Aplica,2-7,1,2018-08
2018-08-31,2018,8,Medellin,2,F,M,Violencia Física,No Aplica,18-24,2,2018-08
2018-08-31,2018,8,Medellin,2,M,F,Violencia Física,No Aplica,2-7,1,2018-08
2018-08-31,2018,8,Medellin,2,M,M,Violencia Física,No Aplica,7-12,1,2018-08
2018-08-31,2018,8,Medellin,3,F,F,Negligencia y Abandono,No Aplica,0-2,1,2018-08
2018-08-31,2018,8,Medellin,3,F,M,Otro/Desconocido,No Aplica,12-18,1,2018-08
2018-08-31,2018,8,Medellin,3,M,M,Otro/Desconocido,No Aplica,2-7,1,2018-08
2018-08-31,2018,8,Medellin,3,M,M,Violencia Física,No Aplica,12-18,1,2018-08
2018-08-31,2018,8,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,0-2,2,2018-08
2018-08-31,2018,8,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,7-12,2,2018-08
2018-08-31,2018,8,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,12-18,1,2018-08
2018-08-31,2018,8,Medellin,Sin Dato,F,M,Negligencia y Abandono,No Aplica,12-18,1,2018-08
2018-08-31,2018,8,Medellin,Sin Dato,F,M,Negligencia y Abandono,No Aplica,2-7,3,2018-08
2018-08-31,2018,8,Medellin,Sin Dato,F,M,Negligencia y Abandono,No Aplica,7-12,1,2018-08
2018-08-31,2018,8,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2018-08
2018-08-31,2018,8,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,54-65,1,2018-08
2018-08-31,2018,8,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,25-34,1,2018-08
2018-08-31,2018,8,Medellin,Sin Dato,M,F,Negligencia y Abandono,No Aplica,12-18,1,2018-08
2018-08-31,2018,8,Medellin,Sin Dato,M,F,Negligencia y Abandono,No Aplica,2-7,1,2018-08
2018-08-31,2018,8,Medellin,Sin Dato,M,F,Negligencia y Abandono,No Aplica,7-12,3,2018-08
2018-08-31,2018,8,Medellin,Sin Dato,M,M,Negligencia y Abandono,No Aplica,7-12,2,2018-08
2018-08-31,2018,8,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,7-12,1,2018-08
2018-09-01,2018,9,Medellin,1,F,M,Otro/Desconocido,No Aplica,12-18,1,2018-09
2018-09-01,2018,9,Medellin,2,F,F,Negligencia y Abandono,No Aplica,7-12,1,2018-09
2018-09-01,2018,9,Medellin,2,F,I,Otro/Desconocido,Acoso sexual,2-7,1,2018-09
2018-09-01,2018,9,Medellin,2,F,M,Otro/Desconocido,No Aplica,0-2,1,2018-09
2018-09-01,2018,9,Medellin,2,F,M,Otro/Desconocido,No Aplica,2-7,3,2018-09
2018-09-01,2018,9,Medellin,2,F,M,Otro/Desconocido,No Aplica,25-34,1,2018-09
2018-09-01,2018,9,Medellin,2,F,M,Otro/Desconocido,No Aplica,7-12,1,2018-09
2018-09-01,2018,9,Medellin,2,F,M,Violencia Física,No Aplica,25-34,2,2018-09
2018-09-01,2018,9,Medellin,2,F,M,Violencia Física,No Aplica,35-44,1,2018-09
2018-09-01,2018,9,Medellin,2,M,M,Otro/Desconocido,No Aplica,0-2,1,2018-09
2018-09-01,2018,9,Medellin,2,M,M,Otro/Desconocido,No Aplica,2-7,1,2018-09
2018-09-01,2018,9,Medellin,2,M,M,Otro/Desconocido,No Aplica,7-12,1,2018-09
2018-09-01,2018,9,Medellin,2,M,M,Violencia Física,No Aplica,18-24,1,2018-09
2018-09-01,2018,9,Medellin,2,M,M,Violencia Física,No Aplica,45-54,1,2018-09
2018-09-01,2018,9,Medellin,3,F,M,Otro/Desconocido,Acceso carnal,7-12,1,2018-09
2018-09-01,2018,9,Medellin,3,F,M,Violencia Física,No Aplica,18-24,1,2018-09
2018-09-01,2018,9,Medellin,3,M,M,Otro/Desconocido,Acceso carnal,25-34,1,2018-09
2018-09-01,2018,9,Medellin,6,F,M,Violencia Física,No Aplica,12-18,1,2018-09
2018-09-01,2018,9,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2018-09
2018-09-02,2018,9,Medellin,1,F,M,Otro/Desconocido,No Aplica,0-2,1,2018-09
2018-09-02,2018,9,Medellin,2,F,M,Otro/Desconocido,No Aplica,0-2,1,2018-09
2018-09-02,2018,9,Medellin,2,F,M,Otro/Desconocido,No Aplica,12-18,1,2018-09
2018-09-02,2018,9,Medellin,2,F,M,Otro/Desconocido,No Aplica,7-12,1,2018-09
2018-09-02,2018,9,Medellin,2,F,M,Violencia Física,No Aplica,25-34,2,2018-09
2018-09-02,2018,9,Medellin,2,M,M,Otro/Desconocido,No Aplica,0-2,1,2018-09
2018-09-02,2018,9,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,12-18,1,2018-09
2018-09-02,2018,9,Medellin,Sin Dato,F,M,Negligencia y Abandono,No Aplica,12-18,3,2018-09
2018-09-02,2018,9,Medellin,Sin Dato,F,M,Negligencia y Abandono,No Aplica,2-7,1,2018-09
2018-09-02,2018,9,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,12-18,1,2018-09
2018-09-02,2018,9,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2018-09
2018-09-02,2018,9,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,12-18,1,2018-09
2018-09-03,2018,9,Medellin,1,F,F,Violencia Física,No Aplica,18-24,1,2018-09
2018-09-03,2018,9,Medellin,1,F,M,Otro/Desconocido,No Aplica,12-18,1,2018-09
2018-09-03,2018,9,Medellin,1,F,M,Otro/Desconocido,No Aplica,2-7,1,2018-09
2018-09-03,2018,9,Medellin,1,F,M,Otro/Desconocido,No Aplica,25-34,1,2018-09
2018-09-03,2018,9,Medellin,1,F,M,Otro/Desconocido,No Aplica,7-12,2,2018-09
2018-09-03,2018,9,Medellin,1,F,M,Violencia Física,No Aplica,25-34,1,2018-09
2018-09-03,2018,9,Medellin,1,F,M,Violencia Física,No Aplica,45-54,1,2018-09
2018-09-03,2018,9,Medellin,1,M,M,Violencia Física,No Aplica,25-34,1,2018-09
2018-09-03,2018,9,Medellin,2,F,F,Negligencia y Abandono,No Aplica,2-7,1,2018-09
2018-09-03,2018,9,Medellin,2,F,M,Otro/Desconocido,Acceso carnal,18-24,1,2018-09
2018-09-03,2018,9,Medellin,2,F,M,Otro/Desconocido,No Aplica,12-18,1,2018-09
2018-09-03,2018,9,Medellin,2,F,M,Otro/Desconocido,No Aplica,18-24,2,2018-09
2018-09-03,2018,9,Medellin,2,F,M,Otro/Desconocido,No Aplica,7-12,2,2018-09
2018-09-03,2018,9,Medellin,2,F,M,Violencia Física,No Aplica,18-24,2,2018-09
2018-09-03,2018,9,Medellin,2,F,M,Violencia Física,No Aplica,25-34,7,2018-09
2018-09-03,2018,9,Medellin,2,F,M,Violencia Física,No Aplica,35-44,3,2018-09
2018-09-03,2018,9,Medellin,2,M,F,Violencia Física,No Aplica,65+,1,2018-09
2018-09-03,2018,9,Medellin,2,M,M,Otro/Desconocido,No Aplica,12-18,1,2018-09
2018-09-03,2018,9,Medellin,2,M,M,Otro/Desconocido,No Aplica,7-12,4,2018-09
2018-09-03,2018,9,Medellin,3,F,M,Violencia Física,No Aplica,25-34,1,2018-09
2018-09-03,2018,9,Medellin,3,M,M,Otro/Desconocido,Acoso sexual,2-7,1,2018-09
2018-09-03,2018,9,Medellin,5,F,M,Violencia Física,No Aplica,25-34,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,F,Otro/Desconocido,No Aplica,0-2,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,12-18,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,25-34,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,35-44,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,7-12,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,F,Violencia Psicológica,No Aplica,35-44,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,F,Violencia Psicológica,No Aplica,45-54,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,I,Otro/Desconocido,No Aplica,7-12,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,M,Negligencia y Abandono,No Aplica,2-7,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,M,Negligencia y Abandono,No Aplica,7-12,2,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,2,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,35-44,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,2,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,12-18,2,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,6,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,35-44,4,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,45-54,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,54-65,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,65+,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,25-34,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,35-44,2,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,45-54,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,54-65,2,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,35-44,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,45-54,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,M,F,Violencia Psicológica,No Aplica,45-54,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,M,F,Violencia Psicológica,No Aplica,54-65,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,2-7,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,25-34,2,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,54-65,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,M,M,Violencia Psicológica,No Aplica,18-24,1,2018-09
2018-09-03,2018,9,Medellin,Sin Dato,M,M,Violencia Psicológica,No Aplica,65+,1,2018-09
2018-09-04,2018,9,Medellin,1,F,M,Otro/Desconocido,No Aplica,7-12,1,2018-09
2018-09-04,2018,9,Medellin,1,F,M,Violencia Física,No Aplica,25-34,1,2018-09
2018-09-04,2018,9,Medellin,2,F,M,Otro/Desconocido,Acceso carnal,25-34,1,2018-09
2018-09-04,2018,9,Medellin,2,F,M,Otro/Desconocido,No Aplica,12-18,1,2018-09
2018-09-04,2018,9,Medellin,2,F,M,Otro/Desconocido,No Aplica,2-7,1,2018-09
2018-09-04,2018,9,Medellin,2,F,M,Violencia Física,No Aplica,12-18,1,2018-09
2018-09-04,2018,9,Medellin,2,F,M,Violencia Física,No Aplica,25-34,2,2018-09
2018-09-04,2018,9,Medellin,2,M,M,Otro/Desconocido,Acceso carnal,35-44,1,2018-09
2018-09-04,2018,9,Medellin,2,M,M,Violencia Física,No Aplica,2-7,1,2018-09
2018-09-04,2018,9,Medellin,3,F,M,Violencia Física,No Aplica,12-18,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,45-54,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,54-65,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,F,F,Violencia Psicológica,No Aplica,25-34,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,12-18,2,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,3,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,35-44,2,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,45-54,2,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,54-65,2,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,65+,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,7-12,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,18-24,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,25-34,4,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,35-44,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,45-54,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,54-65,3,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,65+,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,12-18,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,2-7,2,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,25-34,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,7-12,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,M,M,Negligencia y Abandono,No Aplica,0-2,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,M,M,Negligencia y Abandono,No Aplica,2-7,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,M,M,Negligencia y Abandono,No Aplica,7-12,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,12-18,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,2-7,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,25-34,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,7-12,1,2018-09
2018-09-04,2018,9,Medellin,Sin Dato,M,M,Violencia Psicológica,No Aplica,65+,1,2018-09
2018-09-05,2018,9,Medellin,1,F,M,Otro/Desconocido,Actos sexuales,0-2,1,2018-09
2018-09-05,2018,9,Medellin,1,F,M,Otro/Desconocido,Explotación sexual,12-18,1,2018-09
2018-09-05,2018,9,Medellin,1,F,M,Violencia Física,No Aplica,18-24,1,2018-09
2018-09-05,2018,9,Medellin,1,M,F,Negligencia y Abandono,No Aplica,0-2,1,2018-09
2018-09-05,2018,9,Medellin,1,M,F,Negligencia y Abandono,No Aplica,2-7,1,2018-09
2018-09-05,2018,9,Medellin,2,F,M,Otro/Desconocido,Acceso carnal,18-24,1,2018-09
2018-09-05,2018,9,Medellin,2,F,M,Otro/Desconocido,Acceso carnal,35-44,1,2018-09
2018-09-05,2018,9,Medellin,2,F,M,Otro/Desconocido,Explotación sexual,12-18,1,2018-09
2018-09-05,2018,9,Medellin,2,F,M,Otro/Desconocido,No Aplica,12-18,1,2018-09
2018-09-05,2018,9,Medellin,2,F,M,Otro/Desconocido,No Aplica,7-12,1,2018-09
2018-09-05,2018,9,Medellin,2,M,F,Negligencia y Abandono,No Aplica,2-7,1,2018-09
2018-09-05,2018,9,Medellin,2,M,M,Otro/Desconocido,No Aplica,12-18,2,2018-09
2018-09-05,2018,9,Medellin,2,M,M,Otro/Desconocido,No Aplica,7-12,1,2018-09
2018-09-05,2018,9,Medellin,2,M,M,Violencia Física,No Aplica,2-7,1,2018-09
2018-09-05,2018,9,Medellin,4,F,M,Negligencia y Abandono,No Aplica,12-18,1,2018-09
2018-09-05,2018,9,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,0-2,1,2018-09
2018-09-05,2018,9,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,12-18,1,2018-09
2018-09-05,2018,9,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,12-18,2,2018-09
